activity_id,user_id,lesson_id,activity_type,timestamp
1909,31265,30457,viewed,2024-04-14 07:15:00
1910,43465,66992,completed,2024-11-18 22:33:00
1911,12376,20892,viewed,2024-08-26 01:47:00
1912,43315,10983,completed,2023-10-02 05:53:00
1913,41292,76548,revisited,2024-04-27 17:54:00
1914,64051,13678,started,2023-12-21 21:33:00
1915,40864,485,revisited,2023-07-16 00:11:00
1916,40626,24926,completed,2024-07-18 22:48:00
1917,11479,11963,completed,2023-07-31 01:31:00
1918,57667,32309,revisited,2024-05-24 22:13:00
1919,41057,79000,completed,2024-03-02 02:06:00
1920,71622,38312,viewed,2023-06-25 08:43:00
1921,1634,7130,viewed,2024-03-11 22:50:00
1922,4225,19436,completed,2024-10-27 19:06:00
1923,57793,66860,paused,2024-06-27 04:01:00
1924,41332,19076,paused,2023-06-12 04:33:00
1925,78367,39121,viewed,2023-01-04 03:56:00
1926,63987,61343,paused,2024-07-08 14:33:00
1927,79692,65421,paused,2023-10-11 02:39:00
1928,38152,20332,viewed,2023-03-05 12:12:00
1929,22006,47646,started,2024-08-21 18:27:00
1930,6745,19655,completed,2023-12-12 10:02:00
1931,38363,73958,completed,2023-05-29 09:53:00
1932,15812,74253,completed,2023-08-07 21:57:00
1933,69742,1033,viewed,2024-11-23 15:11:00
1934,76449,49599,viewed,2024-07-20 02:26:00
1935,62944,69753,revisited,2024-10-30 04:26:00
1936,34828,15771,viewed,2023-10-23 15:05:00
1937,37707,15216,paused,2023-11-08 23:10:00
1938,76563,18242,viewed,2024-11-23 10:16:00
1939,569,23160,paused,2023-11-05 15:38:00
1940,5116,78137,paused,2024-05-20 20:29:00
1941,16154,18314,completed,2023-11-25 14:43:00
1942,36572,62274,revisited,2024-01-26 12:26:00
1943,1796,73517,paused,2023-12-08 22:43:00
1944,69748,21974,started,2023-04-17 13:42:00
1945,46506,34103,viewed,2023-05-23 05:15:00
1946,78154,73924,paused,2023-10-28 06:31:00
1947,56617,7926,completed,2023-12-01 17:34:00
1948,61413,31333,started,2023-01-14 19:40:00
1949,68983,38232,viewed,2024-07-06 07:36:00
1950,21841,5659,paused,2024-03-25 17:41:00
1951,51167,56722,revisited,2024-11-18 14:22:00
1952,25824,16098,paused,2024-08-07 13:44:00
1953,75429,57234,started,2023-07-13 19:31:00
1954,59058,53832,revisited,2023-11-13 14:31:00
1955,51178,17192,paused,2023-01-04 09:24:00
1956,36008,47328,revisited,2024-08-21 19:06:00
1957,38965,2554,viewed,2024-04-24 22:55:00
1958,70684,24558,started,2024-09-25 09:00:00
1959,70554,40226,completed,2023-04-29 08:45:00
1960,68628,28021,viewed,2024-06-26 20:47:00
1961,27554,45064,completed,2024-11-12 19:59:00
1962,10153,2754,viewed,2024-01-17 11:11:00
1963,35487,18326,viewed,2023-09-26 05:48:00
1964,78200,35225,paused,2023-07-24 01:16:00
1965,25496,72009,completed,2023-05-12 13:35:00
1966,32668,41740,viewed,2024-11-06 22:14:00
1967,53499,72575,revisited,2023-06-05 00:39:00
1968,59599,34548,paused,2023-06-30 23:23:00
1969,2462,62189,completed,2024-11-27 07:44:00
1970,47429,21460,viewed,2024-08-11 20:51:00
1971,29414,77946,completed,2023-09-08 18:46:00
1972,3790,45093,paused,2024-11-13 11:52:00
1973,76910,73783,started,2024-10-03 13:57:00
1974,54995,41357,started,2024-09-19 00:51:00
1975,16562,78943,paused,2023-10-08 02:58:00
1976,70960,39977,completed,2023-10-26 11:07:00
1977,9099,67045,revisited,2023-01-04 11:21:00
1978,39734,44859,revisited,2024-10-12 15:22:00
1979,53598,44812,completed,2024-03-06 08:25:00
1980,39629,28138,started,2023-09-30 19:14:00
1981,26559,68102,completed,2024-10-09 15:27:00
1982,36173,49330,paused,2024-03-15 02:57:00
1983,14360,70666,started,2023-12-15 12:00:00
1984,50375,8340,completed,2023-04-17 17:14:00
1985,63468,49636,completed,2023-12-21 05:59:00
1986,5493,17066,completed,2023-11-23 21:24:00
1987,23336,8144,paused,2023-01-13 02:44:00
1988,73987,30840,revisited,2024-04-11 22:25:00
1989,52272,17716,viewed,2024-05-14 07:04:00
1990,75658,63018,started,2023-06-18 07:11:00
1991,64224,79088,viewed,2023-09-21 07:11:00
1992,72123,10087,viewed,2024-11-03 10:58:00
1993,29056,60283,completed,2024-02-22 08:12:00
1994,30520,77853,completed,2024-08-15 12:02:00
1995,1132,34936,started,2023-11-02 16:35:00
1996,35221,48293,paused,2024-08-09 12:15:00
1997,11932,13888,viewed,2024-09-29 22:09:00
1998,11198,71376,viewed,2024-03-30 08:34:00
1999,38159,5011,viewed,2023-05-20 02:54:00
2000,12610,46347,viewed,2023-11-02 00:07:00
2001,23914,72796,revisited,2024-01-18 08:17:00
2002,65887,55843,viewed,2023-05-18 13:07:00
2003,40273,3478,paused,2024-07-31 09:25:00
2004,47321,34196,revisited,2024-04-27 01:59:00
2005,62587,71134,viewed,2024-11-18 00:05:00
2006,41857,25108,revisited,2023-04-10 04:52:00
2007,16337,9401,revisited,2023-12-19 21:12:00
2008,13172,67711,paused,2024-06-26 05:30:00
2009,17191,59246,started,2023-08-27 11:02:00
2010,26847,35780,started,2023-03-30 08:36:00
2011,41023,9788,viewed,2024-10-10 14:39:00
2012,68511,50183,started,2024-03-08 05:42:00
2013,13835,24887,viewed,2024-10-07 05:04:00
2014,48618,79325,revisited,2023-08-21 05:11:00
2015,41755,38916,revisited,2024-04-24 10:38:00
2016,20489,54462,revisited,2023-11-15 23:41:00
2017,1283,11967,viewed,2024-05-08 22:22:00
2018,15166,36635,completed,2023-05-29 20:50:00
2019,65270,59012,paused,2024-01-18 10:51:00
2020,48412,76131,completed,2023-10-27 05:18:00
2021,7301,2333,started,2023-09-11 08:57:00
2022,63093,57401,paused,2023-04-09 07:28:00
2023,77069,48871,started,2023-08-24 08:43:00
2024,30669,77862,paused,2024-06-28 10:18:00
2025,34991,70662,viewed,2023-07-28 09:49:00
2026,75096,31857,viewed,2024-08-27 02:55:00
2027,1925,45666,revisited,2024-09-28 07:53:00
2028,40553,17547,paused,2023-08-03 16:25:00
2029,12194,46764,revisited,2023-07-11 06:42:00
2030,30162,59627,completed,2024-01-30 13:48:00
2031,4384,3362,paused,2023-06-06 07:08:00
2032,50383,55172,paused,2023-12-18 15:17:00
2033,47259,11674,completed,2023-09-14 10:23:00
2034,193,51624,started,2024-09-17 11:14:00
2035,1420,19306,started,2023-01-08 05:19:00
2036,47669,65968,completed,2023-06-06 01:52:00
2037,63539,49959,completed,2023-04-21 13:38:00
2038,55689,52243,revisited,2024-05-16 12:47:00
2039,44066,320,completed,2024-02-02 21:05:00
2040,78476,61783,completed,2024-11-23 08:21:00
2041,58204,12733,completed,2023-04-19 07:43:00
2042,78510,25117,completed,2024-05-29 16:38:00
2043,24520,29198,paused,2024-02-25 15:25:00
2044,59357,73071,started,2024-08-06 01:18:00
2045,35079,34024,completed,2024-09-14 22:00:00
2046,53810,68486,paused,2023-01-28 06:13:00
2047,77745,13253,viewed,2024-04-30 15:57:00
2048,46675,63967,started,2024-09-11 01:23:00
2049,44598,352,started,2024-10-22 21:28:00
2050,66817,47655,completed,2024-07-13 21:49:00
2051,61805,22819,completed,2024-04-18 10:39:00
2052,15224,23865,completed,2023-05-07 15:35:00
2053,8000,47555,revisited,2024-04-16 21:33:00
2054,71493,20476,paused,2024-09-17 14:42:00
2055,75779,59932,started,2024-01-15 16:55:00
2056,67770,49021,started,2024-02-26 12:17:00
2057,47911,76724,completed,2024-10-08 23:02:00
2058,5845,54761,revisited,2023-05-15 07:19:00
2059,61762,28804,revisited,2024-09-06 07:39:00
2060,10656,40149,paused,2023-09-23 13:19:00
2061,76499,56377,viewed,2023-07-13 06:54:00
2062,43467,79941,paused,2024-07-21 09:45:00
2063,8536,19440,paused,2023-04-03 07:11:00
2064,61836,44535,revisited,2023-11-21 13:31:00
2065,74831,24383,completed,2024-11-12 16:40:00
2066,74779,76083,completed,2024-06-27 09:33:00
2067,19522,71419,completed,2023-01-17 01:10:00
2068,45677,61089,started,2023-12-12 04:33:00
2069,30221,36017,paused,2024-03-27 14:35:00
2070,33310,48113,viewed,2024-08-06 17:53:00
2071,47687,49996,started,2024-04-24 01:41:00
2072,57208,23796,paused,2023-07-08 01:37:00
2073,21152,45658,revisited,2023-06-18 16:22:00
2074,45030,24455,paused,2024-07-06 21:19:00
2075,49760,72521,started,2023-06-27 17:41:00
2076,51475,171,completed,2023-11-07 05:04:00
2077,31380,74330,revisited,2024-04-09 07:28:00
2078,52671,73826,revisited,2023-12-09 06:27:00
2079,50575,44960,revisited,2023-09-12 05:31:00
2080,50583,46131,revisited,2024-04-12 07:12:00
2081,59032,879,paused,2024-02-21 01:26:00
2082,43561,22454,paused,2023-09-24 21:58:00
2083,27607,29378,started,2024-04-06 03:28:00
2084,59572,28150,completed,2024-09-30 18:48:00
2085,10571,3313,completed,2023-08-14 01:24:00
2086,8676,11082,viewed,2024-04-15 16:48:00
2087,31831,11254,revisited,2024-10-09 23:26:00
2088,39112,56074,started,2023-01-28 07:39:00
2089,41451,4225,viewed,2024-01-15 13:58:00
2090,19076,62809,completed,2023-04-19 18:48:00
2091,59727,59415,viewed,2023-04-21 20:55:00
2092,45292,30236,paused,2023-04-07 23:29:00
2093,2243,31564,revisited,2024-05-04 09:44:00
2094,2368,48992,completed,2023-08-29 22:17:00
2095,68344,39154,viewed,2024-11-16 02:32:00
2096,44317,23693,viewed,2024-06-12 09:36:00
2097,20193,52008,started,2024-05-26 12:53:00
2098,39174,35946,viewed,2024-09-02 03:04:00
2099,55128,61023,paused,2024-09-26 07:51:00
2100,31318,65343,paused,2023-01-24 19:24:00
2101,75930,56907,paused,2023-10-04 22:55:00
2102,77661,30176,completed,2023-01-23 16:24:00
2103,78537,72338,started,2023-01-23 11:50:00
2104,16529,52956,paused,2023-05-12 06:44:00
2105,39041,57193,started,2024-08-14 06:21:00
2106,19197,47167,started,2024-02-26 23:50:00
2107,54956,444,viewed,2023-04-27 15:02:00
2108,47547,68186,revisited,2024-08-13 19:26:00
2109,64825,36365,paused,2023-01-15 03:29:00
2110,45529,22221,completed,2023-02-22 12:17:00
2111,13017,72582,started,2023-04-17 15:28:00
2112,3991,5018,completed,2024-10-04 06:14:00
2113,2790,6053,completed,2024-04-21 04:54:00
2114,72955,14089,viewed,2023-12-04 23:27:00
2115,4790,78542,viewed,2024-08-16 13:40:00
2116,77749,18908,revisited,2023-11-18 02:52:00
2117,31618,22550,revisited,2023-05-16 21:17:00
2118,51165,43499,completed,2024-01-13 04:17:00
2119,79622,47403,completed,2024-11-25 08:40:00
2120,34636,36480,revisited,2024-11-22 07:06:00
2121,10443,23945,paused,2024-05-23 01:27:00
2122,68962,71974,viewed,2024-10-09 20:22:00
2123,76109,2219,completed,2024-05-10 04:06:00
2124,67874,54114,viewed,2024-04-29 17:31:00
2125,38706,63091,started,2024-06-06 01:08:00
2126,29884,46010,started,2024-02-03 17:28:00
2127,77811,66032,completed,2024-03-25 20:54:00
2128,12509,7687,started,2023-02-01 22:03:00
2129,34216,13446,viewed,2023-09-19 16:45:00
2130,40502,24488,paused,2024-11-05 12:22:00
2131,60916,43310,completed,2023-04-15 19:28:00
2132,32116,13913,paused,2023-09-09 02:23:00
2133,50312,35129,completed,2023-09-28 18:41:00
2134,13193,68401,completed,2024-02-23 12:44:00
2135,69104,24098,paused,2023-07-31 15:09:00
2136,59123,43831,viewed,2024-05-31 02:31:00
2137,21650,68447,revisited,2023-12-29 11:13:00
2138,890,17849,completed,2024-01-10 01:33:00
2139,68487,7016,completed,2024-03-16 06:23:00
2140,16372,33468,viewed,2024-01-30 05:28:00
2141,68693,68755,started,2024-06-19 21:13:00
2142,13791,62378,completed,2023-03-04 23:04:00
2143,49763,68651,revisited,2024-09-11 21:06:00
2144,30527,43933,revisited,2024-04-10 16:35:00
2145,61228,64081,started,2023-04-25 16:16:00
2146,3615,58791,revisited,2024-02-21 02:03:00
2147,39163,59576,viewed,2024-06-05 07:58:00
2148,50832,77432,revisited,2023-01-07 10:49:00
2149,3414,28189,revisited,2023-05-04 15:54:00
2150,5282,11075,started,2024-04-27 06:50:00
2151,45371,13013,paused,2024-06-18 16:32:00
2152,67521,50911,paused,2023-10-24 04:11:00
2153,27961,54917,viewed,2024-04-07 12:12:00
2154,21590,70571,revisited,2024-11-13 07:04:00
2155,1662,21591,viewed,2023-11-21 01:03:00
2156,28078,24382,revisited,2023-11-17 20:58:00
2157,16922,24284,completed,2023-09-05 02:12:00
2158,20509,45351,viewed,2023-08-20 18:58:00
2159,11892,52158,viewed,2024-01-06 02:29:00
2160,16042,30582,completed,2024-02-03 23:35:00
2161,4562,77220,viewed,2024-01-18 19:52:00
2162,41145,31744,started,2024-07-07 23:30:00
2163,9835,68557,completed,2023-10-27 19:05:00
2164,66666,69254,viewed,2024-03-18 08:48:00
2165,31972,22533,completed,2024-02-28 13:33:00
2166,46197,47010,completed,2024-11-20 19:32:00
2167,65829,52097,revisited,2024-07-14 18:31:00
2168,37898,43506,paused,2023-09-29 22:03:00
2169,68408,74309,revisited,2023-03-28 04:56:00
2170,27527,41986,viewed,2024-03-12 15:01:00
2171,15844,51811,revisited,2023-12-10 17:31:00
2172,674,65944,revisited,2023-01-12 05:17:00
2173,40274,19574,completed,2024-08-14 11:32:00
2174,47480,49123,viewed,2023-05-10 16:59:00
2175,14007,76696,viewed,2024-08-17 15:35:00
2176,7903,35237,revisited,2024-02-22 09:35:00
2177,42795,49569,revisited,2023-11-02 02:23:00
2178,61252,8294,revisited,2024-10-23 17:23:00
2179,31534,17144,revisited,2024-11-03 11:59:00
2180,10195,66508,started,2024-05-08 08:08:00
2181,27141,51987,paused,2023-05-10 18:24:00
2182,44041,79298,started,2023-06-06 03:30:00
2183,53256,66521,revisited,2023-03-01 22:17:00
2184,60058,64951,revisited,2024-04-16 19:47:00
2185,54360,59188,started,2024-10-02 09:48:00
2186,78834,6676,revisited,2024-01-02 10:23:00
2187,76743,33128,viewed,2023-07-10 13:54:00
2188,39508,3642,started,2024-11-14 11:21:00
2189,2615,60194,started,2024-08-21 22:47:00
2190,72258,74540,paused,2024-06-12 17:44:00
2191,76511,33958,viewed,2023-10-31 01:14:00
2192,63946,75674,started,2023-02-22 20:18:00
2193,17661,47623,revisited,2023-08-21 20:31:00
2194,75500,45961,started,2023-11-29 02:39:00
2195,40399,11021,completed,2024-02-01 15:05:00
2196,32064,75876,paused,2023-08-24 15:16:00
2197,29975,33212,started,2023-10-18 02:32:00
2198,4037,29907,paused,2024-07-28 22:57:00
2199,73237,5802,completed,2023-02-20 08:55:00
2200,74828,42384,paused,2023-06-28 23:38:00
2201,34129,62957,revisited,2023-03-07 01:36:00
2202,21586,39777,paused,2023-03-16 03:13:00
2203,49159,360,paused,2024-09-25 03:51:00
2204,54312,47489,viewed,2023-03-07 17:12:00
2205,75037,25656,viewed,2023-07-22 08:32:00
2206,59745,9246,started,2023-03-05 16:01:00
2207,10057,3396,started,2023-11-09 05:58:00
2208,59729,42000,revisited,2023-07-10 06:40:00
2209,79144,31322,revisited,2023-11-30 01:18:00
2210,59398,40669,revisited,2023-10-13 00:47:00
2211,22318,78579,started,2024-04-01 06:26:00
2212,27067,30719,paused,2024-09-01 21:14:00
2213,4246,1841,paused,2024-05-03 18:20:00
2214,79308,53756,completed,2024-02-04 17:30:00
2215,34396,79225,started,2024-03-18 14:59:00
2216,7728,66656,revisited,2023-02-22 12:41:00
2217,5333,33087,paused,2023-11-11 13:40:00
2218,44123,12774,completed,2024-08-24 10:03:00
2219,53679,22914,paused,2024-03-18 14:43:00
2220,77871,69075,completed,2024-01-18 01:31:00
2221,50858,37066,revisited,2024-11-22 05:11:00
2222,41690,15385,completed,2023-01-31 13:30:00
2223,12254,67506,paused,2023-02-02 13:07:00
2224,59412,4500,viewed,2023-11-19 06:47:00
2225,71497,57700,completed,2023-07-10 15:14:00
2226,7731,56093,completed,2024-07-18 23:24:00
2227,43230,42704,revisited,2023-07-26 10:36:00
2228,71777,16241,completed,2024-11-23 06:56:00
2229,65679,33696,viewed,2024-11-27 02:52:00
2230,20303,15379,paused,2024-07-10 07:57:00
2231,23989,18792,completed,2023-04-30 02:25:00
2232,5321,67478,completed,2023-12-01 07:58:00
2233,23372,32143,viewed,2023-11-17 21:47:00
2234,16609,40794,revisited,2023-12-23 02:29:00
2235,8326,41169,revisited,2024-03-16 03:38:00
2236,16831,31594,started,2024-03-12 17:28:00
2237,54056,56346,completed,2023-01-14 10:51:00
2238,71383,26783,viewed,2023-12-24 17:21:00
2239,28702,50724,viewed,2024-02-17 14:04:00
2240,22779,55698,viewed,2023-10-05 21:34:00
2241,4502,31490,revisited,2023-12-11 00:49:00
2242,10899,37425,paused,2023-12-16 14:11:00
2243,13909,25831,completed,2023-09-10 08:36:00
2244,56048,74554,paused,2024-10-11 14:37:00
2245,54320,34116,revisited,2024-01-05 06:28:00
2246,4278,45577,started,2024-10-24 06:32:00
2247,20210,77820,revisited,2024-07-09 05:29:00
2248,54453,52202,viewed,2023-09-18 12:32:00
2249,7345,23007,revisited,2024-07-22 10:19:00
2250,21313,60048,started,2024-11-01 15:24:00
2251,6211,43147,viewed,2024-08-24 07:03:00
2252,73210,19247,viewed,2023-01-09 09:01:00
2253,6726,59484,completed,2023-06-20 05:30:00
2254,39768,58287,started,2023-01-07 00:37:00
2255,14281,75582,revisited,2024-01-06 03:27:00
2256,12044,37582,paused,2023-06-05 05:43:00
2257,61718,12043,started,2023-12-02 22:44:00
2258,48489,78282,started,2024-11-09 23:52:00
2259,9413,58950,started,2024-01-04 23:55:00
2260,71215,45542,started,2024-08-06 17:00:00
2261,57059,67876,viewed,2023-04-06 05:53:00
2262,54533,9084,viewed,2024-01-15 21:23:00
2263,56452,41068,completed,2024-06-27 15:19:00
2264,76412,72659,revisited,2024-06-05 11:59:00
2265,74637,68049,revisited,2024-08-07 23:44:00
2266,33992,69351,paused,2023-02-10 23:53:00
2267,79928,23158,paused,2023-02-18 01:47:00
2268,52661,75824,viewed,2023-01-23 02:43:00
2269,34971,7275,started,2024-10-14 11:24:00
2270,37293,32146,revisited,2023-07-02 11:17:00
2271,22647,60425,started,2023-12-16 06:39:00
2272,55419,17819,started,2024-06-17 09:21:00
2273,10721,53168,viewed,2023-07-30 23:58:00
2274,50612,45224,viewed,2024-06-19 01:45:00
2275,5130,53046,viewed,2024-04-24 00:34:00
2276,1006,580,paused,2023-08-20 23:01:00
2277,63314,14746,started,2024-09-03 14:42:00
2278,45464,43897,paused,2024-04-06 23:17:00
2279,4822,78918,viewed,2023-12-04 13:56:00
2280,47083,12176,completed,2024-09-09 13:04:00
2281,46600,62656,revisited,2024-10-28 23:48:00
2282,65707,74306,viewed,2023-03-10 11:09:00
2283,44972,20997,completed,2024-05-09 17:34:00
2284,72846,20093,revisited,2024-04-09 20:57:00
2285,18393,50177,revisited,2024-07-23 23:16:00
2286,11971,40480,viewed,2023-12-12 16:35:00
2287,12718,27345,viewed,2024-05-16 02:01:00
2288,31028,55929,started,2024-07-24 10:13:00
2289,78413,78170,viewed,2024-05-16 11:33:00
2290,63553,17317,revisited,2024-08-17 18:51:00
2291,68010,17634,paused,2024-06-23 19:05:00
2292,7961,53861,completed,2024-06-08 05:33:00
2293,11617,65078,completed,2024-08-13 06:12:00
2294,51511,26602,started,2023-08-14 10:36:00
2295,20289,20619,revisited,2024-06-07 03:43:00
2296,25068,46226,viewed,2024-06-25 15:22:00
2297,26092,302,viewed,2023-07-13 23:19:00
2298,39613,37667,paused,2024-04-10 11:33:00
2299,35,46164,viewed,2023-07-02 11:15:00
2300,17347,77717,revisited,2024-07-21 21:41:00
2301,28481,69436,paused,2024-11-08 18:56:00
2302,46885,11396,viewed,2023-03-11 08:54:00
2303,29038,35954,revisited,2023-04-06 13:53:00
2304,7951,61903,revisited,2023-10-03 21:08:00
2305,42471,47748,paused,2023-12-10 16:50:00
2306,76427,15133,paused,2024-09-30 03:58:00
2307,51553,12053,viewed,2024-05-09 07:02:00
2308,20711,45564,viewed,2024-09-01 13:31:00
2309,53306,48481,viewed,2023-10-15 19:02:00
2310,70270,60053,revisited,2024-10-11 09:14:00
2311,21732,11044,revisited,2023-01-20 13:49:00
2312,24401,12153,started,2024-09-05 13:18:00
2313,19155,39263,completed,2023-02-10 10:17:00
2314,57932,37141,paused,2023-01-13 04:56:00
2315,41744,27284,paused,2023-05-12 12:35:00
2316,74952,12273,started,2023-02-02 21:25:00
2317,53740,24605,revisited,2024-04-21 17:30:00
2318,50151,1304,paused,2023-05-21 00:45:00
2319,39666,68232,started,2023-10-16 10:00:00
2320,44551,7804,viewed,2023-02-02 23:57:00
2321,71416,75330,started,2023-08-17 16:22:00
2322,55296,65482,paused,2024-01-28 23:53:00
2323,42061,9527,viewed,2023-03-20 23:21:00
2324,17132,44087,completed,2023-06-27 03:21:00
2325,69756,32843,viewed,2023-03-28 16:41:00
2326,6475,73222,completed,2023-11-07 18:23:00
2327,20642,25436,revisited,2023-07-19 11:44:00
2328,36541,62668,completed,2023-12-14 03:47:00
2329,27378,60056,revisited,2023-11-06 12:45:00
2330,66600,56576,started,2023-06-03 17:59:00
2331,33444,13105,viewed,2024-06-21 14:25:00
2332,64500,50693,viewed,2023-05-03 07:17:00
2333,32647,56504,viewed,2023-09-25 19:26:00
2334,78731,34343,paused,2023-10-20 18:36:00
2335,65832,36469,started,2023-07-01 13:31:00
2336,54925,5342,revisited,2024-07-30 04:04:00
2337,1226,43309,completed,2024-05-27 11:57:00
2338,30424,75295,viewed,2023-01-23 00:02:00
2339,46909,63105,completed,2023-03-17 22:04:00
2340,51141,71918,paused,2024-07-11 06:20:00
2341,48016,77124,revisited,2024-03-01 00:11:00
2342,8310,62852,viewed,2024-04-09 23:48:00
2343,25241,57806,revisited,2024-04-18 12:17:00
2344,16381,22541,paused,2023-03-24 22:51:00
2345,22623,41558,completed,2024-01-19 04:40:00
2346,63428,8197,started,2023-11-15 07:19:00
2347,42800,51846,started,2023-03-22 01:08:00
2348,1912,29538,viewed,2023-02-04 09:24:00
2349,23406,10771,completed,2023-10-09 09:05:00
2350,66833,17379,revisited,2023-01-31 13:10:00
2351,56250,73211,paused,2024-08-29 00:34:00
2352,47908,49294,revisited,2023-04-09 03:00:00
2353,32388,37311,revisited,2024-07-09 08:40:00
2354,11440,55108,revisited,2024-05-20 05:09:00
2355,8610,51815,revisited,2024-04-12 22:18:00
2356,61039,50118,started,2023-08-22 00:01:00
2357,32197,5349,viewed,2023-03-16 05:44:00
2358,52632,33410,started,2023-05-17 12:44:00
2359,53837,47693,started,2024-04-15 12:38:00
2360,14251,62131,started,2023-10-18 16:29:00
2361,61117,64472,started,2023-02-04 05:16:00
2362,49292,20831,revisited,2024-11-03 21:40:00
2363,33158,67883,started,2024-08-15 13:32:00
2364,10562,68097,paused,2023-11-18 13:34:00
2365,37483,41063,paused,2024-04-26 20:28:00
2366,27250,76314,started,2023-04-10 03:16:00
2367,41864,31327,paused,2023-12-14 12:55:00
2368,51931,29646,viewed,2024-08-30 23:12:00
2369,13645,21471,started,2024-03-20 02:41:00
2370,19979,2637,paused,2024-04-24 11:48:00
2371,8754,42480,paused,2023-03-27 11:47:00
2372,12369,43877,paused,2024-08-16 02:23:00
2373,31884,33648,revisited,2023-08-28 03:06:00
2374,38563,61701,paused,2023-12-11 17:10:00
2375,55077,51183,paused,2024-11-09 02:30:00
2376,43003,2598,paused,2024-08-30 00:37:00
2377,12042,66661,started,2023-02-03 21:31:00
2378,24580,48072,paused,2024-07-23 17:03:00
2379,45547,21919,paused,2024-02-27 18:12:00
2380,22039,3451,started,2023-08-04 17:25:00
2381,16454,73582,paused,2024-09-13 08:08:00
2382,79351,21195,completed,2023-04-03 21:28:00
2383,1460,61478,completed,2023-10-11 18:42:00
2384,61282,38388,completed,2023-01-27 04:57:00
2385,67113,27109,started,2023-01-29 23:54:00
2386,66818,63717,completed,2024-09-01 22:10:00
2387,47570,36618,started,2023-02-10 11:47:00
2388,61218,15406,paused,2023-10-12 12:34:00
2389,46591,19031,completed,2024-10-16 13:28:00
2390,24852,77762,paused,2024-11-06 02:33:00
2391,54535,1452,viewed,2024-03-09 13:13:00
2392,73683,23316,completed,2023-08-25 17:39:00
2393,16063,13195,completed,2023-05-28 20:45:00
2394,67962,32359,started,2024-10-15 10:34:00
2395,78436,11485,completed,2024-05-27 02:43:00
2396,61320,18411,completed,2024-04-26 23:54:00
2397,28237,34121,viewed,2023-03-10 12:30:00
2398,53934,41742,revisited,2024-10-09 14:57:00
2399,65616,52042,revisited,2024-01-30 14:10:00
2400,7016,22331,viewed,2024-09-26 07:25:00
2401,25432,51586,viewed,2024-11-01 08:30:00
2402,61661,18537,started,2024-08-05 15:10:00
2403,38143,27512,started,2023-10-14 23:47:00
2404,49192,71891,paused,2023-12-22 13:26:00
2405,757,79725,paused,2024-05-20 14:34:00
2406,76767,17586,completed,2024-02-28 01:29:00
2407,43412,12389,viewed,2024-05-14 00:20:00
2408,50941,45602,viewed,2023-09-05 22:56:00
2409,42506,60757,paused,2024-09-20 20:51:00
2410,56381,10384,revisited,2023-03-28 13:56:00
2411,56059,69239,completed,2023-08-18 06:01:00
2412,29728,44567,revisited,2023-01-11 02:47:00
2413,2816,31177,started,2023-12-11 09:41:00
2414,60393,6880,revisited,2023-07-26 12:18:00
2415,74131,32447,paused,2024-03-23 04:08:00
2416,7319,5566,revisited,2024-07-10 12:08:00
2417,72426,4776,completed,2024-10-30 01:28:00
2418,32186,56811,completed,2024-11-24 03:42:00
2419,10519,73469,started,2023-09-25 12:21:00
2420,70448,21928,revisited,2024-10-23 08:51:00
2421,51591,15765,revisited,2023-03-10 03:46:00
2422,45408,41204,paused,2023-10-05 12:53:00
2423,27896,79874,completed,2024-07-21 20:07:00
2424,22588,79729,started,2024-08-13 04:55:00
2425,69989,2549,viewed,2024-06-15 07:10:00
2426,33119,5079,started,2023-11-27 08:15:00
2427,64451,46302,viewed,2024-01-05 09:39:00
2428,19622,63661,viewed,2023-06-09 20:50:00
2429,23180,70775,paused,2023-10-29 04:45:00
2430,75550,39520,started,2023-02-26 13:37:00
2431,2158,63967,viewed,2023-08-23 23:37:00
2432,49179,24859,started,2023-03-26 20:22:00
2433,35428,10126,revisited,2023-02-16 21:42:00
2434,50141,1067,viewed,2024-09-23 12:55:00
2435,66172,74624,viewed,2023-11-11 11:12:00
2436,37498,64629,completed,2024-07-31 09:19:00
2437,73901,5501,paused,2024-07-18 03:01:00
2438,50839,59787,viewed,2023-02-15 20:15:00
2439,79985,1768,paused,2024-05-19 15:20:00
2440,77192,62608,completed,2024-05-08 03:37:00
2441,59874,42477,paused,2024-01-27 05:23:00
2442,48769,49730,paused,2024-03-30 17:30:00
2443,53454,15990,paused,2023-12-16 20:03:00
2444,13050,8946,viewed,2024-06-22 21:48:00
2445,64811,5017,viewed,2024-02-20 11:47:00
2446,20517,16882,revisited,2023-03-25 21:01:00
2447,16333,9299,revisited,2024-08-05 17:58:00
2448,1386,56496,started,2023-09-04 10:30:00
2449,40762,53334,revisited,2023-07-28 01:27:00
2450,59276,35035,viewed,2024-07-08 10:22:00
2451,38741,67881,revisited,2023-07-03 00:27:00
2452,31082,48646,viewed,2023-11-01 12:32:00
2453,62753,57512,paused,2023-10-21 05:00:00
2454,51173,68673,revisited,2023-04-12 06:47:00
2455,34799,44103,started,2023-06-03 06:17:00
2456,26568,8344,paused,2024-08-01 01:38:00
2457,60674,66796,viewed,2024-01-23 10:04:00
2458,4908,29679,revisited,2023-12-09 02:03:00
2459,24262,22847,completed,2024-01-21 14:53:00
2460,72849,4850,completed,2023-12-07 14:53:00
2461,60940,17221,started,2023-12-19 05:00:00
2462,38187,43015,revisited,2023-06-04 04:39:00
