assessment_id,course_id,title,total_marks
2815,51632,Quiz 2,100
2816,9868,Midterm Test,100
2817,3508,Quiz 1,100
2818,43914,Final Assessment,50
2819,76276,Midterm Test,75
2820,29284,Course Test,50
2821,16176,Course Test,75
2822,37275,Module Evaluation,100
2823,5262,Course Test,75
2824,56827,Quiz 1,50
2825,59836,Final Assessment,75
2826,28367,Final Assessment,50
2827,53694,Course Test,75
2828,69860,Quiz 2,100
2829,67406,Final Assessment,100
2830,64749,Midterm Test,100
2831,50145,Midterm Test,50
2832,55409,Final Assessment,50
2833,916,Module Evaluation,100
2834,12304,Midterm Test,100
2835,27095,Course Test,75
2836,69660,Midterm Test,75
2837,3499,Practice Test,50
2838,68248,Practice Test,100
2839,32387,Course Test,50
2840,70797,Midterm Test,100
2841,7298,Course Test,75
2842,25021,Final Assessment,75
2843,29342,Practice Test,50
2844,14245,Course Test,75
2845,67822,Practice Test,50
2846,62359,Quiz 2,75
2847,28535,Midterm Test,75
2848,31179,Quiz 1,75
2849,41873,Final Assessment,100
2850,26510,Final Assessment,100
2851,539,Midterm Test,75
2852,21338,Practice Test,100
2853,51371,Course Test,50
2854,45533,Midterm Test,50
2855,54785,Practice Test,50
2856,9550,Quiz 2,50
2857,53287,Final Assessment,75
2858,55241,Quiz 2,75
2859,55957,Practice Test,100
2860,60469,Course Test,100
2861,45177,Midterm Test,50
2862,66821,Quiz 2,100
2863,74856,Practice Test,75
2864,59974,Module Evaluation,75
2865,3229,Quiz 2,100
2866,31068,Practice Test,100
2867,75486,Quiz 1,75
2868,64617,Midterm Test,75
2869,57010,Quiz 1,50
2870,10399,Course Test,75
2871,74655,Practice Test,75
2872,49863,Quiz 2,50
2873,37331,Module Evaluation,50
2874,58455,Midterm Test,100
2875,17274,Quiz 1,100
2876,46162,Module Evaluation,50
2877,57384,Midterm Test,50
2878,35702,Course Test,100
2879,17981,Quiz 2,100
2880,27544,Quiz 2,50
2881,9473,Module Evaluation,50
2882,9327,Module Evaluation,75
2883,43515,Quiz 2,100
2884,14807,Course Test,100
2885,64453,Course Test,75
2886,50448,Practice Test,100
2887,24601,Quiz 1,50
2888,57082,Midterm Test,100
2889,6999,Course Test,75
2890,5023,Midterm Test,50
2891,58559,Practice Test,50
2892,50602,Final Assessment,75
2893,28159,Module Evaluation,75
2894,72438,Quiz 1,50
2895,10858,Final Assessment,75
2896,30218,Course Test,75
2897,74618,Quiz 2,75
2898,2968,Midterm Test,50
2899,54194,Quiz 2,75
2900,44301,Practice Test,100
2901,30627,Quiz 2,50
2902,24246,Practice Test,100
2903,11104,Practice Test,50
2904,11872,Module Evaluation,75
2905,10381,Quiz 2,75
2906,59683,Midterm Test,50
2907,12962,Midterm Test,50
2908,9618,Quiz 2,50
2909,43020,Midterm Test,100
2910,72385,Midterm Test,75
2911,16923,Course Test,50
2912,21128,Practice Test,50
2913,25315,Quiz 1,75
2914,6083,Module Evaluation,100
2915,17993,Module Evaluation,50
2916,13300,Quiz 1,75
2917,52168,Final Assessment,75
2918,39733,Quiz 2,75
2919,63365,Practice Test,75
2920,75129,Course Test,50
2921,34233,Module Evaluation,50
2922,57550,Module Evaluation,75
2923,71192,Course Test,100
2924,36178,Final Assessment,50
2925,41053,Practice Test,100
2926,39500,Quiz 2,50
2927,78767,Final Assessment,75
2928,77807,Practice Test,75
2929,36824,Quiz 2,75
2930,78934,Final Assessment,75
2931,15275,Practice Test,75
2932,25472,Final Assessment,100
2933,54229,Midterm Test,75
2934,5963,Course Test,100
2935,67962,Course Test,100
2936,8791,Final Assessment,75
2937,74197,Module Evaluation,75
2938,19355,Quiz 2,50
2939,62506,Course Test,50
2940,13081,Midterm Test,100
2941,20457,Module Evaluation,75
2942,11204,Quiz 1,75
2943,53792,Module Evaluation,50
2944,17310,Midterm Test,100
2945,892,Midterm Test,75
2946,6343,Midterm Test,75
2947,67224,Course Test,100
2948,56213,Final Assessment,100
2949,63273,Practice Test,75
2950,79691,Course Test,50
2951,64468,Midterm Test,100
2952,52345,Course Test,50
2953,76597,Course Test,100
2954,55249,Quiz 2,50
2955,45966,Practice Test,50
2956,35143,Midterm Test,50
2957,8546,Module Evaluation,50
2958,29876,Practice Test,100
2959,26678,Course Test,100
2960,20249,Quiz 2,75
2961,79516,Midterm Test,75
2962,53145,Midterm Test,50
2963,76489,Module Evaluation,50
2964,27017,Midterm Test,100
2965,71447,Module Evaluation,50
2966,16706,Midterm Test,100
2967,20263,Quiz 2,75
2968,63600,Final Assessment,50
2969,16726,Final Assessment,75
2970,71179,Quiz 2,100
2971,22723,Course Test,75
2972,29648,Midterm Test,100
2973,24498,Quiz 2,50
2974,15476,Course Test,50
2975,57300,Course Test,100
2976,74874,Course Test,50
2977,12400,Module Evaluation,100
2978,50693,Quiz 2,75
2979,47062,Module Evaluation,100
2980,25200,Quiz 2,100
2981,64541,Midterm Test,75
2982,206,Midterm Test,50
2983,64706,Course Test,100
2984,11946,Midterm Test,100
2985,32635,Midterm Test,100
2986,20218,Midterm Test,75
2987,37246,Quiz 1,75
2988,48791,Module Evaluation,100
2989,34863,Midterm Test,75
2990,29334,Quiz 2,75
2991,60326,Final Assessment,100
2992,499,Quiz 2,75
2993,49757,Final Assessment,75
2994,66498,Course Test,50
2995,56562,Course Test,100
2996,47180,Practice Test,50
2997,47215,Quiz 2,100
2998,51320,Practice Test,75
2999,57632,Course Test,100
3000,31347,Practice Test,50
3001,22118,Practice Test,100
3002,56209,Course Test,100
3003,15904,Quiz 1,75
3004,10036,Final Assessment,50
3005,12473,Quiz 1,75
3006,48468,Final Assessment,50
3007,11519,Course Test,100
3008,22586,Module Evaluation,75
3009,63917,Quiz 1,100
3010,50765,Quiz 1,50
3011,6982,Quiz 1,100
3012,64278,Course Test,100
3013,66219,Quiz 1,75
3014,54807,Course Test,75
3015,8650,Midterm Test,50
3016,12121,Module Evaluation,100
3017,22352,Midterm Test,75
3018,70905,Midterm Test,100
3019,12324,Module Evaluation,100
3020,6654,Module Evaluation,50
3021,69571,Quiz 1,50
3022,21114,Course Test,100
3023,45605,Midterm Test,75
3024,55280,Quiz 2,100
3025,74892,Module Evaluation,75
3026,79551,Module Evaluation,75
3027,3828,Quiz 2,50
3028,75795,Course Test,50
3029,70806,Course Test,50
3030,19224,Course Test,100
3031,75670,Midterm Test,100
3032,1811,Final Assessment,100
3033,31241,Quiz 1,75
3034,43696,Final Assessment,75
3035,35555,Quiz 1,50
3036,59550,Course Test,100
3037,8206,Midterm Test,75
3038,67096,Quiz 2,50
3039,38448,Quiz 2,75
3040,45992,Final Assessment,75
3041,56205,Quiz 2,100
3042,12453,Module Evaluation,50
3043,7442,Course Test,50
3044,26641,Midterm Test,50
3045,39512,Practice Test,100
3046,50425,Quiz 2,50
3047,46671,Practice Test,100
3048,10542,Course Test,100
3049,52009,Final Assessment,100
3050,73420,Module Evaluation,100
3051,40034,Module Evaluation,100
3052,27056,Course Test,50
3053,78673,Practice Test,50
3054,23651,Quiz 2,75
3055,8990,Module Evaluation,50
3056,39783,Quiz 2,75
3057,4528,Module Evaluation,50
3058,8347,Final Assessment,100
3059,3072,Module Evaluation,75
3060,18008,Module Evaluation,75
3061,55764,Final Assessment,75
3062,5923,Quiz 2,75
3063,33783,Practice Test,50
3064,34214,Module Evaluation,75
3065,76873,Quiz 1,75
3066,828,Course Test,50
3067,19944,Quiz 2,100
3068,4006,Module Evaluation,75
3069,68820,Quiz 2,50
3070,27984,Quiz 1,50
3071,67129,Course Test,75
3072,42131,Course Test,100
3073,74,Quiz 2,50
3074,69435,Course Test,100
3075,12694,Module Evaluation,75
3076,47241,Course Test,75
3077,67767,Quiz 2,100
3078,50020,Quiz 1,100
3079,58302,Course Test,100
3080,70967,Quiz 2,75
3081,4285,Practice Test,75
3082,74170,Midterm Test,50
3083,1372,Practice Test,100
3084,4715,Quiz 2,100
3085,8005,Quiz 1,75
3086,9383,Module Evaluation,100
3087,73194,Quiz 1,100
3088,50580,Practice Test,100
3089,46072,Practice Test,50
3090,34057,Module Evaluation,75
3091,24552,Module Evaluation,100
3092,6994,Course Test,100
3093,38514,Quiz 1,75
3094,61785,Module Evaluation,100
3095,46662,Module Evaluation,75
3096,49365,Quiz 1,75
3097,5849,Quiz 2,50
3098,53557,Final Assessment,75
3099,19602,Midterm Test,100
3100,55298,Practice Test,50
3101,45842,Quiz 2,75
3102,34841,Final Assessment,100
3103,43408,Quiz 1,50
3104,69407,Quiz 1,50
3105,13778,Final Assessment,50
3106,50363,Quiz 1,100
3107,55454,Final Assessment,50
3108,1178,Quiz 1,50
3109,17994,Quiz 2,100
3110,18586,Midterm Test,50
3111,63595,Practice Test,50
3112,7602,Quiz 1,100
3113,15319,Quiz 1,75
3114,50030,Practice Test,50
3115,8726,Final Assessment,100
3116,74808,Practice Test,50
3117,38631,Final Assessment,100
3118,36452,Practice Test,100
3119,9489,Practice Test,75
3120,52754,Module Evaluation,50
3121,58410,Practice Test,50
3122,66781,Practice Test,100
3123,6360,Quiz 2,50
3124,74853,Practice Test,50
3125,74667,Quiz 2,100
3126,7635,Quiz 1,50
3127,49533,Module Evaluation,50
3128,9605,Module Evaluation,75
3129,76147,Midterm Test,50
3130,49995,Quiz 1,50
3131,37986,Module Evaluation,75
3132,3107,Module Evaluation,50
3133,71570,Quiz 2,100
3134,12576,Practice Test,75
3135,35340,Quiz 2,50
3136,9778,Module Evaluation,75
3137,4563,Quiz 2,50
3138,37100,Midterm Test,50
3139,61305,Module Evaluation,100
3140,3035,Midterm Test,50
3141,42205,Quiz 2,75
3142,11919,Practice Test,75
3143,11434,Quiz 2,50
3144,9265,Course Test,100
3145,10144,Practice Test,50
3146,15188,Course Test,100
3147,50787,Quiz 1,75
3148,43136,Midterm Test,100
3149,37308,Final Assessment,50
3150,42450,Final Assessment,100
3151,14767,Quiz 2,100
3152,70626,Midterm Test,75
3153,26243,Final Assessment,100
3154,11364,Module Evaluation,100
3155,35267,Final Assessment,75
3156,59231,Module Evaluation,75
3157,34181,Midterm Test,100
3158,51083,Course Test,100
3159,55280,Practice Test,100
3160,13796,Midterm Test,100
3161,44989,Practice Test,100
3162,371,Practice Test,100
3163,62696,Course Test,100
3164,73816,Practice Test,75
3165,68322,Final Assessment,50
3166,10466,Final Assessment,50
3167,37561,Course Test,50
3168,66266,Midterm Test,100
3169,51666,Module Evaluation,75
3170,2632,Final Assessment,50
3171,44240,Practice Test,75
3172,377,Final Assessment,75
3173,19248,Quiz 1,75
3174,19362,Practice Test,50
3175,51736,Midterm Test,100
3176,36893,Course Test,100
3177,10115,Quiz 1,50
3178,38448,Quiz 2,100
3179,54364,Midterm Test,50
3180,72978,Course Test,75
3181,40705,Quiz 1,75
3182,40222,Quiz 1,100
3183,8361,Midterm Test,50
3184,19455,Module Evaluation,100
3185,15372,Quiz 1,75
3186,18948,Final Assessment,75
3187,28174,Module Evaluation,50
3188,25350,Course Test,75
3189,72479,Module Evaluation,100
3190,24687,Final Assessment,100
3191,9621,Final Assessment,75
3192,79104,Midterm Test,100
3193,7378,Module Evaluation,50
3194,55124,Practice Test,50
3195,52985,Quiz 2,50
3196,8991,Quiz 1,75
3197,16206,Module Evaluation,50
3198,51803,Practice Test,100
3199,54834,Final Assessment,100
3200,33403,Quiz 2,100
3201,36022,Quiz 2,100
3202,77107,Final Assessment,75
3203,23899,Module Evaluation,100
3204,57088,Course Test,100
3205,44682,Quiz 2,50
3206,50822,Quiz 1,100
3207,77105,Quiz 1,100
3208,60133,Practice Test,75
3209,50869,Quiz 2,75
3210,59924,Course Test,50
3211,28411,Course Test,75
3212,13153,Course Test,100
3213,55411,Quiz 2,50
3214,68382,Course Test,100
3215,75739,Module Evaluation,100
3216,26246,Midterm Test,100
3217,8340,Practice Test,50
3218,64140,Course Test,100
3219,59320,Midterm Test,100
3220,75928,Course Test,75
3221,6631,Course Test,75
3222,46033,Practice Test,50
3223,77783,Quiz 1,100
3224,43028,Quiz 1,50
3225,75748,Final Assessment,50
3226,74921,Quiz 2,100
3227,62966,Practice Test,50
3228,22457,Module Evaluation,50
3229,63638,Practice Test,100
3230,13783,Quiz 1,75
3231,71140,Practice Test,75
3232,61421,Module Evaluation,50
3233,11826,Quiz 1,75
3234,63847,Quiz 2,100
3235,26589,Midterm Test,50
3236,56863,Module Evaluation,100
3237,26715,Quiz 1,50
3238,78436,Midterm Test,50
3239,71785,Midterm Test,100
3240,54411,Module Evaluation,100
3241,34724,Midterm Test,75
3242,62742,Final Assessment,50
3243,24858,Practice Test,100
3244,25729,Module Evaluation,100
3245,16368,Midterm Test,75
3246,55676,Quiz 2,50
3247,73672,Midterm Test,100
3248,26313,Quiz 2,75
3249,869,Final Assessment,75
3250,26485,Midterm Test,75
3251,15889,Course Test,50
3252,47348,Course Test,75
3253,15370,Course Test,50
3254,24815,Practice Test,50
3255,74324,Quiz 1,75
3256,53925,Practice Test,50
3257,11403,Quiz 2,100
3258,61122,Quiz 2,100
3259,44261,Module Evaluation,50
3260,71110,Course Test,100
3261,74248,Practice Test,50
3262,32617,Module Evaluation,50
3263,56959,Quiz 1,50
3264,36140,Midterm Test,50
3265,10387,Quiz 1,100
3266,16627,Practice Test,75
3267,18170,Midterm Test,100
3268,55703,Module Evaluation,50
3269,38438,Final Assessment,75
3270,71519,Midterm Test,75
3271,51934,Midterm Test,50
3272,53201,Course Test,100
3273,61356,Midterm Test,75
3274,64584,Midterm Test,100
3275,32076,Quiz 2,75
3276,52581,Midterm Test,50
3277,33272,Quiz 2,75
3278,53154,Quiz 1,75
3279,76214,Module Evaluation,100
3280,58928,Quiz 2,50
3281,25426,Module Evaluation,100
3282,29691,Midterm Test,100
3283,30655,Practice Test,100
3284,49446,Midterm Test,75
3285,2458,Quiz 2,100
3286,69514,Quiz 2,100
3287,43026,Quiz 2,50
3288,16453,Midterm Test,75
3289,34998,Practice Test,50
3290,8073,Course Test,100
3291,75645,Quiz 1,100
3292,46037,Course Test,50
3293,41518,Final Assessment,50
3294,58266,Midterm Test,75
3295,41222,Practice Test,75
3296,55034,Quiz 1,50
3297,13784,Quiz 1,100
3298,73919,Practice Test,75
3299,68244,Practice Test,50
3300,45196,Quiz 2,75
3301,72767,Quiz 2,75
3302,53516,Final Assessment,100
3303,30609,Quiz 1,100
3304,66399,Practice Test,75
3305,9680,Midterm Test,50
3306,27731,Quiz 2,75
3307,60512,Module Evaluation,50
3308,18554,Quiz 1,75
3309,35260,Midterm Test,75
3310,24006,Quiz 2,100
3311,32506,Final Assessment,100
3312,2847,Module Evaluation,50
3313,64492,Final Assessment,100
3314,79533,Midterm Test,50
3315,13374,Midterm Test,75
3316,36530,Module Evaluation,50
3317,44550,Course Test,100
3318,70807,Quiz 1,100
3319,77287,Course Test,75
3320,21588,Quiz 1,100
3321,43287,Course Test,75
3322,65839,Final Assessment,50
3323,56433,Midterm Test,100
3324,39111,Final Assessment,100
3325,55595,Quiz 2,100
3326,74779,Quiz 1,75
3327,72207,Quiz 1,50
3328,52940,Final Assessment,100
3329,55349,Midterm Test,50
3330,53198,Midterm Test,75
3331,50428,Midterm Test,100
3332,68337,Module Evaluation,75
3333,36220,Module Evaluation,75
3334,79954,Quiz 2,100
3335,62743,Final Assessment,50
3336,10791,Module Evaluation,100
3337,63337,Practice Test,50
3338,49904,Module Evaluation,75
3339,51850,Midterm Test,50
3340,29151,Module Evaluation,50
3341,46419,Midterm Test,75
3342,44798,Quiz 1,75
3343,9386,Course Test,100
3344,74798,Midterm Test,100
3345,34554,Midterm Test,100
3346,60616,Midterm Test,75
3347,5968,Practice Test,75
3348,68205,Module Evaluation,50
3349,21174,Midterm Test,50
3350,17667,Midterm Test,75
3351,3868,Course Test,100
3352,4087,Quiz 2,50
3353,65728,Quiz 1,50
3354,63209,Midterm Test,100
3355,48725,Quiz 1,100
3356,14852,Midterm Test,100
3357,79673,Practice Test,100
3358,67135,Quiz 2,75
3359,38597,Midterm Test,100
3360,49545,Final Assessment,100
3361,77159,Module Evaluation,100
3362,9509,Practice Test,75
3363,31295,Quiz 2,100
3364,75550,Final Assessment,50
3365,34841,Module Evaluation,75
3366,40130,Final Assessment,50
3367,36000,Quiz 2,50
3368,10938,Final Assessment,75
3369,68919,Practice Test,75
3370,26982,Quiz 2,50
3371,58681,Module Evaluation,75
3372,36192,Quiz 1,75
3373,21100,Final Assessment,100
3374,55299,Practice Test,50
3375,79595,Quiz 1,75
3376,3029,Quiz 2,50
3377,65768,Midterm Test,100
3378,68782,Quiz 2,100
3379,43884,Quiz 1,75
3380,37533,Course Test,75
3381,3311,Quiz 1,100
3382,17185,Midterm Test,50
3383,6970,Module Evaluation,100
3384,2708,Quiz 1,50
3385,1792,Quiz 2,75
3386,45022,Quiz 1,100
3387,48563,Module Evaluation,50
3388,5681,Quiz 2,75
3389,27749,Course Test,75
3390,43041,Course Test,100
3391,37915,Midterm Test,75
3392,7015,Midterm Test,50
3393,43685,Quiz 2,100
3394,18500,Module Evaluation,50
3395,74685,Quiz 1,50
3396,5803,Midterm Test,75
3397,70525,Course Test,50
3398,36840,Practice Test,100
3399,18551,Quiz 1,75
3400,12330,Practice Test,50
3401,54774,Final Assessment,75
3402,38395,Final Assessment,100
3403,51187,Quiz 1,50
3404,38706,Quiz 1,50
3405,26309,Course Test,100
3406,16981,Module Evaluation,50
3407,4532,Midterm Test,100
3408,8694,Quiz 1,100
3409,69173,Final Assessment,50
3410,58950,Course Test,75
3411,51055,Practice Test,75
3412,24354,Quiz 1,100
3413,29142,Quiz 1,75
3414,53591,Course Test,100
3415,70578,Practice Test,100
3416,71988,Midterm Test,75
3417,53967,Quiz 2,100
3418,41788,Module Evaluation,100
3419,28057,Quiz 2,50
3420,42475,Course Test,100
3421,56919,Final Assessment,50
3422,36771,Quiz 1,75
3423,43323,Course Test,75
3424,52190,Quiz 1,50
3425,74240,Quiz 1,100
3426,11503,Quiz 1,100
3427,16945,Module Evaluation,50
3428,38902,Quiz 2,75
3429,65525,Midterm Test,50
3430,67693,Midterm Test,50
3431,32722,Final Assessment,50
3432,68391,Quiz 1,50
3433,24259,Final Assessment,50
3434,33204,Quiz 2,100
3435,55561,Quiz 2,50
3436,52633,Quiz 2,50
3437,46355,Final Assessment,100
3438,59183,Final Assessment,100
3439,7371,Module Evaluation,75
3440,29309,Quiz 1,100
3441,72715,Module Evaluation,50
3442,61460,Module Evaluation,100
3443,12456,Practice Test,100
3444,33841,Quiz 1,75
3445,34820,Module Evaluation,50
3446,22923,Quiz 2,100
3447,613,Quiz 1,100
3448,69273,Final Assessment,75
3449,13193,Course Test,50
3450,76794,Final Assessment,75
3451,253,Practice Test,100
3452,15198,Practice Test,100
3453,5823,Module Evaluation,75
3454,21910,Final Assessment,100
3455,1422,Final Assessment,75
3456,44275,Module Evaluation,100
3457,6613,Quiz 2,100
3458,15483,Final Assessment,75
3459,30084,Quiz 2,100
3460,50425,Practice Test,75
3461,43669,Practice Test,75
3462,75076,Module Evaluation,100
3463,4137,Midterm Test,75
3464,72978,Course Test,50
3465,15327,Midterm Test,100
3466,20619,Final Assessment,100
3467,73476,Practice Test,100
3468,36691,Module Evaluation,75
3469,49520,Quiz 1,100
3470,49279,Practice Test,75
3471,62394,Quiz 1,100
3472,32337,Module Evaluation,100
3473,22526,Quiz 1,75
3474,32290,Quiz 2,75
3475,33051,Midterm Test,75
3476,41513,Midterm Test,50
3477,59006,Module Evaluation,100
3478,21360,Midterm Test,75
3479,26298,Practice Test,50
3480,61018,Course Test,50
3481,24536,Quiz 2,75
3482,26476,Quiz 1,50
3483,9630,Midterm Test,100
3484,57490,Course Test,75
3485,50019,Final Assessment,100
3486,26007,Module Evaluation,100
3487,44713,Quiz 2,75
3488,74368,Midterm Test,100
3489,43255,Course Test,50
3490,23969,Quiz 1,75
3491,4728,Quiz 1,75
3492,40066,Final Assessment,50
3493,78275,Midterm Test,75
3494,6285,Final Assessment,100
3495,23488,Midterm Test,75
3496,58450,Final Assessment,75
3497,49638,Final Assessment,50
3498,70381,Midterm Test,50
3499,4102,Practice Test,100
3500,60128,Final Assessment,50
3501,10136,Quiz 1,100
3502,33134,Midterm Test,50
3503,52485,Course Test,100
3504,48403,Practice Test,75
3505,64655,Midterm Test,50
3506,17370,Course Test,75
3507,28234,Course Test,75
3508,70279,Midterm Test,50
3509,21997,Module Evaluation,100
3510,59525,Module Evaluation,100
3511,71015,Quiz 2,50
3512,11681,Course Test,50
3513,62429,Module Evaluation,50
3514,69615,Course Test,50
3515,33326,Quiz 1,75
3516,29437,Quiz 1,75
3517,75515,Course Test,100
3518,46355,Course Test,75
3519,78334,Quiz 1,50
3520,61025,Module Evaluation,50
3521,57628,Quiz 2,50
3522,79092,Course Test,100
3523,64581,Midterm Test,75
3524,6216,Module Evaluation,100
3525,73329,Module Evaluation,75
3526,40424,Final Assessment,100
3527,58769,Module Evaluation,100
3528,59751,Course Test,75
3529,23540,Practice Test,50
3530,23357,Course Test,75
3531,62313,Quiz 1,100
3532,41789,Course Test,50
3533,48570,Course Test,100
3534,75756,Practice Test,100
3535,970,Quiz 1,50
3536,1284,Course Test,100
3537,50867,Module Evaluation,50
3538,13472,Quiz 2,75
3539,22125,Module Evaluation,50
3540,37975,Course Test,75
3541,37773,Module Evaluation,50
3542,6260,Final Assessment,75
3543,59705,Quiz 2,75
3544,4842,Quiz 2,75
3545,5922,Midterm Test,100
3546,35597,Quiz 1,100
3547,51153,Module Evaluation,100
3548,20548,Midterm Test,50
3549,58544,Module Evaluation,100
3550,27864,Quiz 2,50
3551,74061,Quiz 1,100
3552,1354,Quiz 1,75
3553,30601,Course Test,100
3554,35041,Course Test,100
3555,55853,Quiz 1,50
3556,556,Course Test,75
3557,59345,Midterm Test,75
3558,76062,Quiz 2,75
3559,28485,Quiz 2,100
3560,49514,Course Test,75
3561,32266,Final Assessment,50
3562,65422,Quiz 2,100
3563,56318,Course Test,75
3564,49203,Quiz 2,75
3565,40404,Module Evaluation,100
3566,27180,Quiz 1,75
3567,9314,Quiz 1,50
3568,29810,Course Test,50
3569,71789,Final Assessment,75
3570,9802,Course Test,75
3571,28269,Midterm Test,75
3572,75725,Course Test,50
3573,30016,Final Assessment,50
3574,62532,Quiz 2,100
3575,24493,Midterm Test,75
3576,28337,Module Evaluation,50
3577,29208,Practice Test,50
3578,8364,Module Evaluation,75
3579,22507,Quiz 1,100
3580,55837,Midterm Test,50
3581,59582,Module Evaluation,50
3582,29348,Quiz 1,75
3583,53725,Quiz 1,50
3584,4747,Quiz 2,75
3585,42213,Final Assessment,50
3586,71844,Midterm Test,50
3587,27589,Module Evaluation,50
3588,14127,Final Assessment,100
3589,70088,Quiz 2,50
3590,41974,Module Evaluation,50
3591,33399,Quiz 2,50
3592,68209,Quiz 2,75
3593,79682,Quiz 1,75
3594,5941,Quiz 1,75
3595,34951,Quiz 1,100
3596,19816,Quiz 2,75
3597,51879,Course Test,50
3598,6234,Course Test,50
3599,9060,Module Evaluation,50
3600,66877,Course Test,100
3601,21327,Course Test,100
3602,50088,Quiz 1,75
3603,74163,Final Assessment,50
3604,65062,Quiz 1,100
3605,12204,Course Test,100
3606,77015,Final Assessment,50
3607,51127,Practice Test,75
3608,46539,Final Assessment,50
3609,22931,Module Evaluation,75
3610,34641,Final Assessment,75
3611,19793,Module Evaluation,50
3612,61580,Module Evaluation,75
3613,43914,Final Assessment,100
3614,26929,Practice Test,75
3615,1855,Midterm Test,50
3616,72996,Quiz 1,100
3617,12542,Practice Test,75
3618,65423,Quiz 1,100
3619,77377,Midterm Test,50
3620,40739,Module Evaluation,100
3621,21065,Quiz 2,75
3622,56556,Midterm Test,75
3623,20620,Midterm Test,100
3624,33940,Practice Test,50
3625,71421,Midterm Test,75
3626,18987,Midterm Test,100
3627,30516,Quiz 1,50
3628,53732,Quiz 1,75
3629,63977,Course Test,100
3630,49901,Midterm Test,75
3631,26394,Practice Test,100
3632,69037,Final Assessment,100
3633,44771,Practice Test,75
3634,28885,Practice Test,50
3635,11634,Practice Test,75
3636,70463,Quiz 1,100
3637,30265,Midterm Test,50
3638,78864,Course Test,75
3639,4348,Module Evaluation,50
3640,45124,Course Test,100
3641,76470,Final Assessment,100
3642,45422,Module Evaluation,100
3643,20438,Midterm Test,100
3644,41078,Quiz 2,75
3645,55183,Module Evaluation,50
3646,331,Midterm Test,50
3647,47682,Quiz 1,75
3648,49693,Quiz 2,75
3649,75545,Quiz 2,75
3650,28262,Final Assessment,100
3651,41887,Module Evaluation,75
3652,26463,Practice Test,75
3653,78024,Module Evaluation,100
3654,33918,Course Test,75
3655,76306,Practice Test,50
3656,37929,Final Assessment,50
3657,2368,Midterm Test,75
3658,72304,Midterm Test,75
3659,45641,Course Test,100
3660,43759,Module Evaluation,50
3661,51882,Final Assessment,75
3662,75636,Practice Test,50
3663,66899,Quiz 1,100
3664,56310,Final Assessment,100
3665,64006,Practice Test,50
3666,18666,Midterm Test,75
3667,41891,Quiz 1,50
3668,72811,Practice Test,50
3669,44551,Quiz 2,75
3670,70790,Module Evaluation,100
3671,17366,Quiz 1,75
3672,687,Quiz 2,50
3673,29893,Final Assessment,100
3674,37140,Practice Test,75
3675,35008,Quiz 2,50
3676,51941,Midterm Test,75
3677,6280,Module Evaluation,75
3678,70305,Midterm Test,50
3679,40668,Course Test,50
3680,70050,Practice Test,50
3681,10596,Practice Test,100
3682,67244,Practice Test,100
3683,50544,Quiz 1,100
3684,6568,Course Test,50
3685,21388,Final Assessment,75
3686,34945,Practice Test,50
3687,3807,Quiz 2,50
3688,58761,Quiz 2,100
3689,7747,Quiz 1,50
3690,63910,Quiz 1,100
3691,52288,Quiz 1,75
3692,68570,Quiz 2,50
3693,3967,Final Assessment,100
3694,2566,Quiz 1,50
3695,57945,Module Evaluation,100
3696,10887,Module Evaluation,50
3697,29598,Quiz 2,50
3698,66077,Practice Test,100
3699,59546,Quiz 1,100
3700,68663,Course Test,75
3701,25186,Final Assessment,100
3702,16476,Course Test,100
3703,15348,Midterm Test,100
3704,73446,Practice Test,50
3705,18203,Module Evaluation,100
3706,25206,Final Assessment,100
3707,12254,Practice Test,50
3708,54221,Final Assessment,75
3709,56680,Final Assessment,100
3710,74802,Module Evaluation,100
3711,37024,Practice Test,50
3712,55399,Practice Test,75
3713,39000,Quiz 1,50
3714,74251,Module Evaluation,100
3715,46195,Final Assessment,100
3716,698,Practice Test,50
3717,9786,Final Assessment,100
3718,69931,Midterm Test,100
3719,62302,Practice Test,50
3720,72681,Midterm Test,100
3721,41974,Quiz 1,50
3722,62000,Course Test,100
3723,13889,Practice Test,50
3724,52803,Quiz 2,75
3725,60272,Quiz 1,75
3726,26952,Practice Test,100
3727,18050,Final Assessment,100
3728,75649,Midterm Test,100
3729,61417,Course Test,100
3730,13369,Quiz 1,75
3731,71867,Final Assessment,75
3732,75300,Practice Test,75
3733,52017,Quiz 1,50
3734,8831,Module Evaluation,50
3735,26371,Practice Test,100
3736,70603,Quiz 1,50
3737,22322,Quiz 1,50
3738,26922,Quiz 2,100
3739,29245,Practice Test,50
3740,64714,Practice Test,50
3741,64888,Midterm Test,100
3742,24460,Practice Test,100
3743,8797,Final Assessment,75
3744,31648,Midterm Test,50
3745,11261,Quiz 2,75
3746,60821,Module Evaluation,100
3747,60429,Quiz 2,100
3748,71703,Course Test,50
3749,61679,Course Test,50
3750,66387,Quiz 2,50
3751,22949,Course Test,75
3752,56807,Quiz 1,100
3753,41941,Course Test,75
3754,4331,Final Assessment,50
3755,68121,Midterm Test,50
3756,52007,Quiz 1,75
3757,25828,Midterm Test,50
3758,67471,Quiz 2,50
3759,76379,Midterm Test,75
3760,33622,Module Evaluation,50
3761,66514,Final Assessment,75
3762,29446,Practice Test,100
3763,64591,Quiz 1,75
3764,76863,Module Evaluation,50
3765,52254,Midterm Test,50
